Done;CBC_10_SUBTRACT.JDX,CBC_6_SUBTRACT.JDX,CBC_7_SUBTRACT.JDX,CBC_8_SUBTRACT.JDX,CBC_9_SUBTRACT.JDX;CBC Fired;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;CLEANRANGE_10_SUBTRACT.JDX,CLEANRANGE_6_SUBTRACT.JDX,CLEANRANGE_7_SUBTRACT.JDX,CLEANRANGE_8_SUBTRACT.JDX,CLEANRANGE_9_SUBTRACT.JDX;CleanRange Fired;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;ELEY_1_SUBTRACT.JDX,ELEY_2_SUBTRACT.JDX,ELEY_3_SUBTRACT.JDX,ELEY_4_SUBTRACT.JDX,ELEY_5_SUBTRACT.JDX;Eley Contact;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;ELEY_CASE_1_SUBTRACT.JDX,ELEY_CASE_5_SUBTRACT.JDX,ELEY_CASE_6_SUBTRACT.JDX,ELEY_CASE_7_SUBTRACT.JDX,ELEY_CASE_8_SUBTRACT.JDX;Eley Contact Fired;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;GECO_1_SUBTRACT.JDX,GECO_2_SUBTRACT.JDX,GECO_3_SUBTRACT.JDX,GECO_4_SUBTRACT.JDX,GECO_5_SUBTRACT.JDX;Geco Rifle;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;GECO_CASE_3_SUBTRACT.JDX,GECO_CASE_4_SUBTRACT.JDX,GECO_CASE_5_SUBTRACT.JDX,GECO_CASE_6_SUBTRACT.JDX,GECO_CASE_7_SUBTRACT.JDX;Geco Rifle Fired;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;MAGTECH_10_SUBTRACT.JDX,MAGTECH_6_SUBTRACT.JDX,MAGTECH_7_SUBTRACT.JDX,MAGTECH_8_SUBTRACT.JDX,MAGTECH_9_SUBTRACT.JDX;Magtech Fired;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;UNIQUE1_SUBTRACT_V2.JDX,UNIQUE2_SUBTRACT.JDX,UNIQUE3_SUBTRACT.JDX,UNIQUE_4_SUBTRACT.JDX,UNIQUE_5_SUBTRACT.JDX;Unique;9;2;2;3,38;73, 147;1.5;m;50,400;2.5;0.30;2;True;False;True;True;False;True;
Done;SB_FMJ_10_SUBTRACT.JDX,SB_FMJ_6_SUBTRACT.JDX,SB_FMJ_7_SUBTRACT.JDX,SB_FMJ_8_SUBTRACT.JDX,SB_FMJ_9_SUBTRACT.JDX;S&B Fired;9;2;2;3.0,38.0;73,147;1.5;m;50,400;2.5;0.3;2;True;True;True;True;True;True;
Done;SB_OLD_10_SUBTRACT.JDX,SB_OLD_6_SUBTRACT.JDX,SB_OLD_7_SUBTRACT.JDX,SB_OLD_8_SUBTRACT.JDX,SB_OLD_9_SUBTRACT.JDX;S&B Old Fired;9;2;2;3.0,38.0;73,147;1.5;m;50,400;2.5;0.3;2;True;True;True;True;True;True;
